epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
19,0.5911847949028015,0.6475229859352112,0.663503110408783,0.5911847949028015,0.5911847949028015,0.7666666507720947,0.7684027552604675,0.6313421130180359,0.7666666507720947,0.7666666507720947
20,0.5855236649513245,0.6462329626083374,0.6631255149841309,0.5855236649513245,0.5855236649513245,0.7250000238418579,0.7638194561004639,0.6290157437324524,0.7250000238418579,0.7250000238418579
21,0.5915891528129578,0.6352977752685547,0.6677475571632385,0.5915891528129578,0.5915891528129578,0.6166666746139526,0.7202083468437195,0.6424176692962646,0.6166666746139526,0.6166666746139526
22,0.5938131809234619,0.6496171355247498,0.6631643772125244,0.5938131809234619,0.5938131809234619,0.675000011920929,0.7452777624130249,0.62739098072052,0.675000011920929,0.675000011920929
23,0.5899717211723328,0.6473137736320496,0.6634575128555298,0.5899717211723328,0.5899717211723328,0.625,0.7040624618530273,0.6497405767440796,0.625,0.625
24,0.6000808477401733,0.6528217792510986,0.6609013080596924,0.6000808477401733,0.6000808477401733,0.7333333492279053,0.7565277814865112,0.6415287256240845,0.7333333492279053,0.7333333492279053
25,0.5980590581893921,0.6542088985443115,0.6573910117149353,0.5980590581893921,0.5980590581893921,0.7333333492279053,0.7877083420753479,0.6118696928024292,0.7333333492279053,0.7333333492279053
26,0.6138293743133545,0.6732097864151001,0.6526795029640198,0.6138293743133545,0.6138293743133545,0.75,0.7727082967758179,0.6108847260475159,0.75,0.75
27,0.5980590581893921,0.6560418009757996,0.6603623628616333,0.5980590581893921,0.5980590581893921,0.7333333492279053,0.7739583253860474,0.6175324320793152,0.7333333492279053,0.7333333492279053
28,0.6031136512756348,0.663811981678009,0.6548027992248535,0.6031136512756348,0.6031136512756348,0.7333333492279053,0.7661110758781433,0.6238898634910583,0.7333333492279053,0.7333333492279053
29,0.6057420372962952,0.6650893688201904,0.6549601554870605,0.6057420372962952,0.6057420372962952,0.7166666388511658,0.7759027481079102,0.6226940751075745,0.7166666388511658,0.7166666388511658
30,0.6019005179405212,0.658486008644104,0.6571112871170044,0.6019005179405212,0.6019005179405212,0.5583333373069763,0.6586110591888428,0.6605928540229797,0.5583333373069763,0.5583333373069763
31,0.5839061737060547,0.653140664100647,0.6590577363967896,0.5839061737060547,0.5839061737060547,0.7166666388511658,0.7769791483879089,0.6325107216835022,0.7166666388511658,0.7166666388511658
32,0.6061463952064514,0.6702138185501099,0.6499329805374146,0.6061463952064514,0.6061463952064514,0.6499999761581421,0.7505902051925659,0.6341593265533447,0.6499999761581421,0.6499999761581421
33,0.6081682443618774,0.6710264682769775,0.6531930565834045,0.6081682443618774,0.6081682443618774,0.7416666746139526,0.7780555486679077,0.6239082217216492,0.7416666746139526,0.7416666746139526
34,0.5982612371444702,0.6741688251495361,0.6456737518310547,0.5982612371444702,0.5982612371444702,0.7333333492279053,0.7822569012641907,0.6161623597145081,0.7333333492279053,0.7333333492279053
35,0.6004852652549744,0.6601115465164185,0.6540189981460571,0.6004852652549744,0.6004852652549744,0.6499999761581421,0.7309722304344177,0.6461723446846008,0.6499999761581421,0.6499999761581421
36,0.6079660058021545,0.6711999773979187,0.6514836549758911,0.6079660058021545,0.6079660058021545,0.699999988079071,0.768958330154419,0.6287789940834045,0.699999988079071,0.699999988079071
37,0.5982612371444702,0.666709840297699,0.6519437432289124,0.5982612371444702,0.5982612371444702,0.75,0.7841666340827942,0.6188048124313354,0.75,0.75
38,0.6105943918228149,0.673241376876831,0.6529236435890198,0.6105943918228149,0.6105943918228149,0.675000011920929,0.7726736068725586,0.6288529634475708,0.675000011920929,0.675000011920929
39,0.6107966303825378,0.673240065574646,0.6523275971412659,0.6107966303825378,0.6107966303825378,0.75,0.7820485830307007,0.6240872144699097,0.75,0.75
40,0.6160534024238586,0.6828442811965942,0.6463456749916077,0.6160534024238586,0.6160534024238586,0.7416666746139526,0.7819791436195374,0.6170127987861633,0.7416666746139526,0.7416666746139526
41,0.6059442162513733,0.6766226887702942,0.6452273726463318,0.6059442162513733,0.6059442162513733,0.7083333134651184,0.7661458253860474,0.6275901198387146,0.7083333134651184,0.7083333134651184
42,0.6156489849090576,0.6767298579216003,0.6489081382751465,0.6156489849090576,0.6156489849090576,0.625,0.7259374856948853,0.6479767560958862,0.625,0.625
43,0.6120097041130066,0.6830302476882935,0.6455142498016357,0.6120097041130066,0.6120097041130066,0.699999988079071,0.7629860639572144,0.6441113948822021,0.699999988079071,0.699999988079071
44,0.618681788444519,0.6862438917160034,0.6441801190376282,0.618681788444519,0.618681788444519,0.7083333134651184,0.7562153339385986,0.6408552527427673,0.7083333134651184,0.7083333134651184
45,0.6140315532684326,0.6761775016784668,0.647670328617096,0.6140315532684326,0.6140315532684326,0.675000011920929,0.7538888454437256,0.6451284289360046,0.675000011920929,0.675000011920929
46,0.6172664761543274,0.683068037033081,0.6452411413192749,0.6172664761543274,0.6172664761543274,0.699999988079071,0.753159761428833,0.6350756883621216,0.699999988079071,0.699999988079071
47,0.6174686551094055,0.6821162700653076,0.6472563147544861,0.6174686551094055,0.6174686551094055,0.7250000238418579,0.759756863117218,0.6324090957641602,0.7250000238418579,0.7250000238418579
48,0.6073594689369202,0.6788475513458252,0.6472691893577576,0.6073594689369202,0.6073594689369202,0.7333333492279053,0.7636458277702332,0.6317853331565857,0.7333333492279053,0.7333333492279053
49,0.6229276061058044,0.688050389289856,0.6431567072868347,0.6229276061058044,0.6229276061058044,0.7083333134651184,0.7638888955116272,0.630790650844574,0.7083333134651184,0.7083333134651184
